Name,Image_URL,Description,Role,Difficulty,Strength,Description_Length,Predicted_Strength
Warwick,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Warwick_0.jpg,"Warwick est un monstre qui chasse dans les rues grisâtres de Zaun. Transformé par des expériences horribles, son corps est désormais muni d'un système intriqué de chambres et de pompes qui injecte une rage alchimique dans ses veines. Surgissant des...",Combattant / Tank,Faible,Strong,251,Strong
Wukong,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/MonkeyKing_0.jpg,"Wukong est un Vastaya qui utilise sa force, son agilité et son intelligence pour semer la confusion parmi ses adversaires et prendre sur eux l'avantage. Après s'être fait un ami en la personne d'un guerrier nommé Maître Yi, Wukong est devenu le dernier...",Combattant / Tank,Faible,Strong,255,Strong
Xayah,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Xayah_0.jpg,"Précise et meurtrière, Xayah est une révolutionnaire vastaya menant une guerre personnelle dans le but de sauver son peuple. Elle se sert de sa célérité, de sa ruse et de ses plumes tranchantes comme des rasoirs pour terrasser tous ceux qui se dressent...",Tireur,Modérée,Strong,255,Weak
Xerath,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Xerath_0.jpg,"Xerath est un mage transfiguré de la Shurima antique, un être d'énergie arcanique habitant les fragments détruits d'un sarcophage magique. Pendant des millénaires, il est resté prisonnier des sables du désert, mais le retour de Shurima l'a libéré de sa...",Mage,Élevée,Weak,255,Strong
Xin Zhao,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/XinZhao_0.jpg,"Xin Zhao est un guerrier résolu qui sert fidèlement la dynastie régnante des Lightshield. Naguère condamné à se battre dans les arènes de combat de Noxus, il survécut à d'innombrables rencontres de gladiateurs. Mais après avoir été libéré par les forces...",Combattant / Assassin,Faible,Strong,256,Strong
Yasuo,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Yasuo_0.jpg,"L'Ionien Yasuo est un épéiste agile et résolu, capable de déchaîner contre ses ennemis la puissance de l'air. Alors qu'il était encore un jeune homme fier, il fut accusé à tort d'avoir assassiné son maître. Incapable de prouver son innocence, il dut...",Combattant / Assassin,Élevée,Strong,252,Strong
Yone,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Yone_0.jpg,"Au cours de sa vie, Yone fut le demi-frère de Yasuo et un disciple renommé de l'école d'armes de son village. Mais après avoir été tué par son propre frère, il se retrouva hanté par une entité malveillante dans le royaume spirituel. Il dut la tuer avec...",Assassin / Combattant,Élevée,Weak,255,Strong
Yorick,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Yorick_0.jpg,"Yorick est le dernier survivant d'un ordre religieux disparu depuis longtemps et son pouvoir sur les morts est à la fois une bénédiction et une malédiction. Prisonnier des Îles obscures, il n'a pour compagnons que les cadavres pourrissants et les...",Combattant / Tank,Modérée,Strong,249,Strong
Yuumi,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Yuumi_0.jpg,"Originaire de Bandle, Yuumi est un familier magique dont la maîtresse, une enchanteresse yordle du nom de Norra, a mystérieusement disparu. Yuumi est désormais la gardienne du Grimoire des Seuils que possédait Norra, un livre permettant de franchir des...",Support / Mage,Faible,Strong,255,Strong
Zac,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Zac_0.jpg,"Zac est le produit d'une fuite toxique qui, dégoulinant par une veine techno-chimique, se transforma en bassin dans une profonde caverne du Puisard de Zaun. En dépit de ses humbles origines, Zac a évolué pour passer du stade de dépôt primordial à celui...",Tank / Combattant,Élevée,Weak,255,Strong
Zed,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Zed_0.jpg,"L'impitoyable Zed est le maître de l'Ordre de l'ombre, une organisation qu'il a créée dans l'intention de militariser la tradition des arts martiaux d'Ionia et de chasser enfin les envahisseurs noxiens. Pendant la guerre, le désespoir le conduisit à...",Assassin,Modérée,Strong,252,Strong
Zeri,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Zeri_0.jpg,"Zeri est une jeune femme vive et téméraire originaire des quartiers défavorisés de Zaun. Elle canalise son électricité intérieure afin de la charger dans un fusil conçu spécialement pour elle. Son pouvoir magique est le reflet de ses émotions, et ses...",Tireur,Modérée,Weak,253,Weak
Ziggs,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ziggs_0.jpg,"Amoureux des grosses bombes et des mèches courtes, le yordle Ziggs est une force de la nature explosive. Assistant d'un inventeur de Piltover, il finit par se lasser de sa vie routinière et devint l'ami d'une jeune fille imprévisible et portée sur les...",Mage,Modérée,Weak,254,Strong
Zilean,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Zilean_0.jpg,"Naguère puissant mage d'Icathia, Zilean devint obsédé par le passage du temps après avoir assisté à la destruction de sa terre natale par le Néant. Refusant de perdre une minute à pleurer sur les décombres, il fit appel à une antique force magique...",Support / Mage,Modérée,Weak,250,Strong
Zoé,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Zoe_0.jpg,"Incarnation de l'espièglerie, de l'imagination et de l'inconstance, Zoé est une messagère cosmique de Targon, annonciatrice des grands événements qui chamboulent les mondes. Sa simple présence distord les règles mathématiques qui gouvernent dans l'ombre...",Mage / Support,Modérée,Strong,256,Weak
Zyra,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Zyra_0.jpg,"Née au cours d'une ancienne catastrophe magique, Zyra est la colère de la nature incarnée : mélange de plante et d'humain, faisant émerger de nouvelles pousses à chaque pas. Elle considère les nombreux mortels de Valoran comme de simples proies pour sa...",Mage / Support,Modérée,Strong,255,Weak
